,id,back,city,day,death,family,father,film,find,finds,first,friends,get,girl,group,he,help,home,life,lives,love,man,must,never,new,old,one,people,school,story,take,time,town,two,war,way,woman,world,year,years,young,genres,title,revenue,release_date,production_companies
18,475557,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crime, Thriller, Drama",Joker,1074458282,2019-10-01,"Warner Bros. Pictures, Joint Effort, Village Roadshow Pictures, Bron Studios, DC Films"
19,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Adventure, Fantasy, Action",The Lord of the Rings: The Fellowship of the Ring,871368364,2001-12-18,"New Line Cinema, WingNut Films, The Saul Zaentz Company"
20,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"Adventure, Fantasy, Action",The Lord of the Rings: The Return of the King,1118888979,2003-12-01,"New Line Cinema, WingNut Films, The Saul Zaentz Company"
21,11324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Drama, Thriller, Mystery",Shutter Island,294800000,2010-02-14,"Phoenix Pictures, Paramount, Appian Way, Sikelia Productions, Mandate International"
22,106646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Crime, Drama, Comedy",The Wolf of Wall Street,392000000,2013-12-25,"EMJAG Productions, Red Granite Pictures, Appian Way, Sikelia Productions"
23,99861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Adventure, Science Fiction",Avengers: Age of Ultron,1405403694,2015-04-22,Marvel Studios
24,271110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"Adventure, Action, Science Fiction",Captain America: Civil War,1155046416,2016-04-27,Marvel Studios
25,49026,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Action, Crime, Drama, Thriller",The Dark Knight Rises,1081041287,2012-07-17,"Syncopy, Legendary Pictures, DC Entertainment, Warner Bros. Pictures"
26,68721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Action, Adventure, Science Fiction",Iron Man 3,1215577205,2013-04-18,Marvel Studios
27,284054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Action, Adventure, Science Fiction",Black Panther,1349926083,2018-02-13,Marvel Studios
28,284052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Action, Adventure, Fantasy",Doctor Strange,676343174,2016-10-25,Marvel Studios
29,76341,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,"Action, Adventure, Science Fiction",Mad Max: Fury Road,378858340,2015-05-13,"Kennedy Miller Productions, Warner Bros. Pictures, RatPac Entertainment, Village Roadshow Pictures"
30,16869,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,"Drama, Thriller, War",Inglourious Basterds,321457747,2009-08-19,"The Weinstein Company, Universal Pictures, A Band Apart, Zehnte Babelsberg Film, Visiona Romantica, Peninsula Films"
31,70160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,"Science Fiction, Adventure, Fantasy",The Hunger Games,694394724,2012-03-12,"Lionsgate, Color Force"
32,315635,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,"Action, Adventure, Science Fiction, Drama",Spider-Man: Homecoming,880166924,2017-07-05,"Marvel Studios, Pascal Pictures, LStar Capital, Columbia Pictures"
33,672,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Adventure, Fantasy",Harry Potter and the Chamber of Secrets,876688482,2002-11-13,"Warner Bros. Pictures, Heyday Films, 1492 Pictures"
34,283995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Science Fiction, Adventure, Action",Guardians of the Galaxy Vol. 2,863756051,2017-04-19,Marvel Studios
35,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Adventure, Fantasy, Action",The Lord of the Rings: The Two Towers,926287400,2002-12-18,"New Line Cinema, WingNut Films, The Saul Zaentz Company"
36,1771,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,"Action, Adventure, Science Fiction",Captain America: The First Avenger,370569774,2011-07-22,Marvel Studios
37,297761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Fantasy",Suicide Squad,746846894,2016-08-03,"DC Entertainment, Dune Entertainment, Warner Bros. Pictures, Atlas Entertainment, DC Comics, DC Films, Lin Pictures"
38,673,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,"Adventure, Fantasy",Harry Potter and the Prisoner of Azkaban,789804554,2004-05-31,"Warner Bros. Pictures, 1492 Pictures, Heyday Films, P of A Productions Limited"
39,10195,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,"Adventure, Fantasy, Action",Thor,449326618,2011-04-21,Marvel Studios
40,10138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Adventure, Action, Science Fiction",Iron Man 2,623933331,2010-04-28,"Marvel Studios, Fairview Entertainment"
41,272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Crime, Drama",Batman Begins,374218673,2005-06-10,"Warner Bros. Pictures, DC Comics, Syncopy, Legendary Pictures, Patalex III Productions Limited"
42,284053,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Action, Adventure, Science Fiction",Thor: Ragnarok,855301806,2017-10-02,Marvel Studios
43,150540,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Animation, Family, Adventure, Drama, Comedy",Inside Out,857611174,2015-06-09,"Pixar, Walt Disney Pictures"
44,135397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,"Action, Adventure, Science Fiction, Thriller",Jurassic World,1671537444,2015-06-06,"Amblin Entertainment, Universal Pictures"
45,807,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Crime, Mystery, Thriller",Se7en,327311859,1995-09-22,"New Line Cinema, Juno Pix, Cecchi Gori Pictures"
46,674,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Fantasy",Harry Potter and the Goblet of Fire,895921036,2005-11-16,"Warner Bros. Pictures, Heyday Films, Patalex IV Productions Limited"
47,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Fantasy, Action",Pirates of the Caribbean: The Curse of the Black Pearl,655011224,2003-07-09,"Walt Disney Pictures, Jerry Bruckheimer Films"
48,12445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fantasy, Adventure",Harry Potter and the Deathly Hallows: Part 2,1341511219,2011-07-12,"Warner Bros. Pictures, Heyday Films"
49,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,"Adventure, Action, Science Fiction",Star Wars,775398007,1977-05-25,"Lucasfilm Ltd., 20th Century Fox"
50,297762,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,"Action, Adventure, Fantasy",Wonder Woman,822854286,2017-05-30,"Atlas Entertainment, Cruel & Unusual Films, DC Films"
51,14160,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Animation, Comedy, Family, Adventure",Up,735099082,2009-05-28,Pixar
52,102899,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Science Fiction, Action, Adventure",Ant-Man,519311965,2015-07-14,Marvel Studios
53,238,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"Drama, Crime",The Godfather,245066411,1972-03-14,"Paramount, Alfran Productions"
54,286217,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Drama, Adventure, Science Fiction",The Martian,630600000,2015-09-30,"Scott Free Productions, Genre Films"
55,105,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Adventure, Comedy, Science Fiction",Back to the Future,381109762,1985-07-03,"Universal Pictures, Amblin Entertainment"
56,140607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"Adventure, Action, Science Fiction",Star Wars: The Force Awakens,2068223624,2015-12-15,"Lucasfilm Ltd., Bad Robot"
57,634649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Action, Adventure, Science Fiction",Spider-Man: No Way Home,1921847111,2021-12-15,"Marvel Studios, Pascal Pictures, Columbia Pictures"
58,675,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Adventure, Fantasy",Harry Potter and the Order of the Phoenix,938212738,2007-07-08,"Warner Bros. Pictures, Heyday Films"
59,767,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Fantasy",Harry Potter and the Half-Blood Prince,933959197,2009-07-15,"Warner Bros. Pictures, Heyday Films"
60,263115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,"Action, Drama, Science Fiction",Logan,619021436,2017-02-28,"Hutch Parker Entertainment, The Donners' Company, Genre Films, 20th Century Fox"
61,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Animation, Family",Finding Nemo,940335536,2003-05-30,Pixar
62,346364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"Horror, Fantasy",It,701800000,2017-09-06,"New Line Cinema, Vertigo Entertainment, Lin Pictures, KatzSmith Productions"
63,245891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Thriller",John Wick,88761661,2014-10-22,"87Eleven, DefyNite Films, MJW Films, Thunder Road"
64,259316,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Fantasy, Adventure, Family",Fantastic Beasts and Where to Find Them,809342332,2016-11-16,"Heyday Films, Warner Bros. Pictures"
65,12444,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,1,0,0,"Adventure, Fantasy",Harry Potter and the Deathly Hallows: Part 1,954305868,2010-11-17,"Warner Bros. Pictures, Heyday Films"
66,354912,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,"Family, Animation, Fantasy, Music, Comedy, Adventure",Coco,800526015,2017-10-27,"Pixar, Walt Disney Pictures"
67,100402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,"Action, Adventure, Science Fiction",Captain America: The Winter Soldier,714766572,2014-03-20,Marvel Studios
68,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"Fantasy, Action",Spider-Man,821708551,2002-05-01,"Marvel Enterprises, Laura Ziskin Productions, Columbia Pictures"
69,10681,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,"Animation, Family, Science Fiction",WALL·E,521311860,2008-06-22,"Pixar, Walt Disney Pictures"
70,210577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery, Thriller, Drama",Gone Girl,369330363,2014-10-01,"Regency Enterprises, New Regency Pictures, Pacific Standard, TSG Entertainment, Artemple - Hollywood, 20th Century Fox"
71,49051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Adventure, Fantasy, Action",The Hobbit: An Unexpected Journey,1021103568,2012-12-12,"Warner Bros. Pictures, Metro-Goldwyn-Mayer, New Line Cinema, WingNut Films"
72,585,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Animation, Comedy, Family","Monsters, Inc.",579707738,2001-11-01,Pixar
73,862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Animation, Adventure, Family, Comedy",Toy Story,394400000,1995-10-30,Pixar
74,281957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Western, Drama, Adventure",The Revenant,532950503,2015-12-25,"Monarchy Enterprises S.a.r.l., Regency Enterprises, Appian Way, CatchPlay, Anonymous Content, New Regency Pictures, Hong Kong Alpha Motion Pictures Co., M Productions, RatPac Entertainment"
75,209112,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"Action, Adventure, Fantasy",Batman v Superman: Dawn of Justice,873637528,2016-03-23,"Warner Bros. Pictures, RatPac Entertainment, Atlas Entertainment, Cruel & Unusual Films, DC Entertainment, Syncopy"
76,8587,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Family, Animation, Drama",The Lion King,763455561,1994-06-24,"Walt Disney Pictures, Walt Disney Feature Animation"
77,98,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"Action, Drama, Adventure",Gladiator,465361176,2000-05-04,"Universal Pictures, Scott Free Productions, Red Wagon Entertainment, Mill Film, C & L, Dawliz, DreamWorks Pictures"
78,37165,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Comedy, Drama",The Truman Show,264118201,1998-06-04,"Paramount, Scott Rudin Productions"
79,9806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Action, Adventure, Animation, Family",The Incredibles,631442092,2004-10-27,"Pixar, Walt Disney Pictures"
80,329865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Drama, Science Fiction, Mystery",Arrival,203388186,2016-11-10,"FilmNation Entertainment, Lava Bear Films, Reliance Entertainment, Xenolinguistics, 21 Laps Entertainment, Paramount, Stage 6 Films"
81,496243,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Comedy, Thriller, Drama",Parasite,257591776,2019-05-30,Barunson E&A
82,76338,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,"Action, Adventure, Fantasy",Thor: The Dark World,644783140,2013-10-30,Marvel Studios
83,1930,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Action, Adventure, Fantasy",The Amazing Spider-Man,757930663,2012-06-23,"Marvel Entertainment, Laura Ziskin Productions, Columbia Pictures, Matt Tolmach Productions, Arad Productions"
84,381288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"Horror, Thriller",Split,278454358,2017-01-19,"Universal Pictures, Blinding Edge Pictures, Blumhouse Productions"
85,383498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Comedy, Adventure",Deadpool 2,785896609,2018-05-10,"Maximum Effort, Genre Films, 20th Century Fox"
86,694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,"Horror, Thriller",The Shining,44781695,1980-05-23,"Hawk Films, Peregrine, Producers Circle, Warner Bros. Pictures"
87,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Action, Crime",Kill Bill: Vol. 1,180906076,2003-10-10,"Miramax, A Band Apart, Super Cool ManChu"
88,101299,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Adventure, Action, Science Fiction",The Hunger Games: Catching Fire,865011746,2013-11-15,"Lionsgate, Color Force"
89,77338,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"Drama, Comedy",The Intouchables,426588510,2011-11-02,"Gaumont, CinéCinéma, Quad Productions, Chaocorp, Ten Films, TF1, Canal+, TF1 Films Production"
90,419430,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mystery, Thriller, Horror",Get Out,255407969,2017-02-24,"Monkeypaw Productions, Blumhouse Productions, QC Entertainment"
91,205596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,"History, Drama, Thriller, War",The Imitation Game,233555708,2014-11-14,"Bristol Automotive, Black Bear Pictures, The Weinstein Company, FilmNation Entertainment"
92,424694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,"Music, Drama, History",Bohemian Rhapsody,903992901,2018-10-24,"GK Films, Regency Enterprises, Queen Films, Tribeca Productions, New Regency Pictures, 20th Century Fox"
